2019-09-17 00:40:43.506000 {"type":"join","timestamp":1568680843.506,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[jgmac1106]","nickname":"[jgmac1106]","username":"~slackuser","name":"jgmac1106 via slack-irc-gateway","photo":"http:\/\/quickthoughts.jgregorymcverry.com\/file\/6802fbcdd3fada8cb61ffb798978f72f\/thumb.jpg","url":"http:\/\/jgregorymcverry.com","tz":"-5 GMT","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-17 03:06:03.811800 {"type":"join","timestamp":1568689563.8118,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"carsonfarmer[m]","nickname":"carsonfarmer[m]","username":"disco4515","name":"@_discord_499071680841252884:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lgykkriiphtcopgn"},"content":null,"modes":[]}
2019-09-17 03:06:03.892000 {"type":"join","timestamp":1568689563.892,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"eddy[m]","nickname":"eddy[m]","username":"disco6491","name":"@_discord_571365262780006451:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yqebwzqzpwriupph"},"content":null,"modes":[]}
2019-09-17 03:06:03.893700 {"type":"join","timestamp":1568689563.8937,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Clment[m]","nickname":"Clment[m]","username":"disco4770","name":"@_discord_433587399130611712:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ztpiwhhixhibqxer"},"content":null,"modes":[]}
2019-09-17 03:06:03.915100 {"type":"join","timestamp":1568689563.9151,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"balupton[m]","nickname":"balupton[m]","username":"disco6261","name":"@_discord_105816512060751872:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zvgxuwwlvnurejye"},"content":null,"modes":[]}
2019-09-17 03:06:03.908300 {"type":"join","timestamp":1568689563.9083,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Expherience[m]","nickname":"Expherience[m]","username":"disco6487","name":"@_discord_321104242603720707:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zhipdevmaogqrxyh"},"content":null,"modes":[]}
2019-09-17 03:06:04.440100 {"type":"join","timestamp":1568689564.4401,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"johanherman[m]1","nickname":"johanherman[m]1","username":"disco6534","name":"@_discord_587969711929819136:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bbryxcbzyrjziyvv"},"content":null,"modes":[]}
2019-09-17 03:06:04.529600 {"type":"join","timestamp":1568689564.5296,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"lyon[m]","nickname":"lyon[m]","username":"disco6518","name":"@_discord_586588907819368455:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ghnrurawmxfvvsgn"},"content":null,"modes":[]}
2019-09-17 03:06:04.517800 {"type":"join","timestamp":1568689564.5178,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"silent_Activist[","nickname":"silent_Activist[","username":"disco6517","name":"@_discord_410178443200954370:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qctomawjhgkzfrqz"},"content":null,"modes":[]}
2019-09-17 03:06:04.545100 {"type":"join","timestamp":1568689564.5451,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"johanherman[m]","nickname":"johanherman[m]","username":"disco6533","name":"@_discord_414810288345317398:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xzcjzasihekmxcmd"},"content":null,"modes":[]}
2019-09-17 03:06:04.563100 {"type":"join","timestamp":1568689564.5631,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Gorka[m]","nickname":"Gorka[m]","username":"disco6350","name":"@_discord_594418418392760320:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ykytheccqivutcxe"},"content":null,"modes":[]}
2019-09-17 03:06:04.554700 {"type":"join","timestamp":1568689564.5547,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"kanej[m]","nickname":"kanej[m]","username":"disco6538","name":"@_discord_483909468208365581:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-njrzpmtbrcjyxxry"},"content":null,"modes":[]}
2019-09-17 03:06:04.591500 {"type":"join","timestamp":1568689564.5915,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"phynite[m]","nickname":"phynite[m]","username":"disco6309","name":"@_discord_319938408925626369:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xotjhdswknaaeipd"},"content":null,"modes":[]}
2019-09-17 03:06:04.589700 {"type":"join","timestamp":1568689564.5897,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Akshay[m]1","nickname":"Akshay[m]1","username":"disco6368","name":"@_discord_540456044657377291:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zhiiouakpbypcpjp"},"content":null,"modes":[]}
2019-09-17 03:06:04.577000 {"type":"join","timestamp":1568689564.577,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Lilz|BetaMe[m]","nickname":"Lilz|BetaMe[m]","username":"disco4740","name":"@_discord_386600418886680596:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jjmklevskfhihvnr"},"content":null,"modes":[]}
2019-09-17 03:06:05.082000 {"type":"join","timestamp":1568689565.082,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Oxy[m]","nickname":"Oxy[m]","username":"disco6553","name":"@_discord_343485915995308033:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jwsfvnsafcbykiha"},"content":null,"modes":[]}
2019-09-17 03:06:05.158600 {"type":"join","timestamp":1568689565.1586,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"aphelionzDiscord","nickname":"aphelionzDiscord","username":"disco7015","name":"@_discord_512702525883940885:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-srfmkuztamfjbtao"},"content":null,"modes":[]}
2019-09-17 03:06:05.247300 {"type":"join","timestamp":1568689565.2473,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jimpick[m]","nickname":"jimpick[m]","username":"disco6579","name":"@_discord_418195734320381952:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yvhqqyphrtqcacxf"},"content":null,"modes":[]}
2019-09-17 03:06:05.244400 {"type":"join","timestamp":1568689565.2444,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JustMaier[m]","nickname":"JustMaier[m]","username":"disco6547","name":"@_discord_303445765865603073:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qwhhibjbduzdrrdb"},"content":null,"modes":[]}
2019-09-17 03:06:05.255500 {"type":"join","timestamp":1568689565.2555,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RockSteadyTRTL[m","nickname":"RockSteadyTRTL[m","username":"disco4916","name":"@_discord_388916188715155467:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hqtruxtmfqiatffg"},"content":null,"modes":[]}
2019-09-17 03:06:05.252900 {"type":"join","timestamp":1568689565.2529,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"baluptonDiscord[","nickname":"baluptonDiscord[","username":"disco6865","name":"@_discord_105816512060751872:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nvskbuimxqiihwsx"},"content":null,"modes":[]}
2019-09-17 03:06:05.282500 {"type":"join","timestamp":1568689565.2825,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"AuHau[m]","nickname":"AuHau[m]","username":"disco4526","name":"@_discord_472170667597496321:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ezatduhtabmottih"},"content":null,"modes":[]}
2019-09-17 03:06:05.286700 {"type":"join","timestamp":1568689565.2867,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"PermawebMatrixBr","nickname":"PermawebMatrixBr","username":"disco6578","name":"@_discord_598683285270429709:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gbfbxfcvjbgujrmh"},"content":null,"modes":[]}
2019-09-17 03:06:05.263200 {"type":"join","timestamp":1568689565.2632,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"NatoBoram[m]","nickname":"NatoBoram[m]","username":"disco4522","name":"@_discord_157311679288311808:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gokqrvrxpqcjjhku"},"content":null,"modes":[]}
2019-09-17 03:06:05.310400 {"type":"join","timestamp":1568689565.3104,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"brewskiDiscord[m","nickname":"brewskiDiscord[m","username":"disco7018","name":"@_discord_153040009740419073:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-koruiqqjevsfouwf"},"content":null,"modes":[]}
2019-09-17 03:06:05.860000 {"type":"join","timestamp":1568689565.86,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"oed3Discord[m]","nickname":"oed3Discord[m]","username":"disco7021","name":"@_discord_486079775165906960:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xsawfmzpriptpxlv"},"content":null,"modes":[]}
2019-09-17 03:06:05.870200 {"type":"join","timestamp":1568689565.8702,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"HeishDiscord[m]","nickname":"HeishDiscord[m]","username":"disco7020","name":"@_discord_418800166326239235:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-shxaxnlbifjyzfgs"},"content":null,"modes":[]}
2019-09-17 03:06:05.864600 {"type":"join","timestamp":1568689565.8646,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JordanKrageDisco","nickname":"JordanKrageDisco","username":"disco7019","name":"@_discord_252075852001443840:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qzzhkhylyzvlqeoa"},"content":null,"modes":[]}
2019-09-17 03:06:05.892700 {"type":"join","timestamp":1568689565.8927,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"GorkaDiscord[m]","nickname":"GorkaDiscord[m]","username":"disco7027","name":"@_discord_594418418392760320:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xoqbvbyfukrzwstl"},"content":null,"modes":[]}
2019-09-17 03:06:05.892000 {"type":"join","timestamp":1568689565.892,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sanderDiscord[m]","nickname":"sanderDiscord[m]","username":"disco6658","name":"@_discord_415955810393522187:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ehzqpzdpyyaqeqty"},"content":null,"modes":[]}
2019-09-17 03:06:05.894100 {"type":"join","timestamp":1568689565.8941,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"dignifiedquireDi","nickname":"dignifiedquireDi","username":"disco7024","name":"@_discord_478645953654423563:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dgzazuofxwozyxuw"},"content":null,"modes":[]}
2019-09-17 03:06:05.956900 {"type":"join","timestamp":1568689565.9569,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"LSJI07Discord[m]","nickname":"LSJI07Discord[m]","username":"disco7026","name":"@_discord_422412805132517386:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kfqzwkfiphbqldmo"},"content":null,"modes":[]}
2019-09-17 03:06:05.975900 {"type":"join","timestamp":1568689565.9759,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"dillonDiscord[m]","nickname":"dillonDiscord[m]","username":"disco6913","name":"@_discord_121065423524462593:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-stwxhvoygdrvdeti"},"content":null,"modes":[]}
2019-09-17 03:06:05.971500 {"type":"join","timestamp":1568689565.9715,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gorhgorhDiscord[","nickname":"gorhgorhDiscord[","username":"disco7022","name":"@_discord_103434820591304704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rggfxtvleaihaaju"},"content":null,"modes":[]}
2019-09-17 03:06:05.981100 {"type":"join","timestamp":1568689565.9811,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"npfossDiscord[m]","nickname":"npfossDiscord[m]","username":"disco6641","name":"@_discord_400358807890427905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fmlwooloolfubasa"},"content":null,"modes":[]}
2019-09-17 03:06:05.983000 {"type":"join","timestamp":1568689565.983,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Valium[m]","nickname":"Valium[m]","username":"disco5070","name":"@_discord_175616509748576256:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-otzguqnljgnjimor"},"content":null,"modes":[]}
2019-09-17 03:06:06.031400 {"type":"join","timestamp":1568689566.0314,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"AuHauDiscord[m]","nickname":"AuHauDiscord[m]","username":"disco7023","name":"@_discord_472170667597496321:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vfrcahdgnweqbxau"},"content":null,"modes":[]}
2019-09-17 03:06:06.551800 {"type":"join","timestamp":1568689566.5518,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RickDiscord[m]","nickname":"RickDiscord[m]","username":"disco7028","name":"@_discord_491023141477416981:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pguziemerxrhgagk"},"content":null,"modes":[]}
2019-09-17 03:06:06.552800 {"type":"join","timestamp":1568689566.5528,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"NatoBoramDiscord","nickname":"NatoBoramDiscord","username":"disco6646","name":"@_discord_157311679288311808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ahnxkajktlllngjz"},"content":null,"modes":[]}
2019-09-17 03:06:06.559900 {"type":"join","timestamp":1568689566.5599,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RealityDiscord[m","nickname":"RealityDiscord[m","username":"disco7030","name":"@_discord_264266989973929985:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jrhityvadtnybivq"},"content":null,"modes":[]}
2019-09-17 03:06:06.644300 {"type":"join","timestamp":1568689566.6443,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"NebulousDiscord[","nickname":"NebulousDiscord[","username":"disco7035","name":"@_discord_117847216739188744:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pwgobinzbyalzvjp"},"content":null,"modes":[]}
2019-09-17 03:06:06.639700 {"type":"join","timestamp":1568689566.6397,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"kanejDiscord[m]","nickname":"kanejDiscord[m]","username":"disco7031","name":"@_discord_483909468208365581:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qpravdendwulwaxi"},"content":null,"modes":[]}
2019-09-17 03:06:06.659400 {"type":"join","timestamp":1568689566.6594,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"postablesDiscord","nickname":"postablesDiscord","username":"disco6609","name":"@_discord_417857235079790592:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vtdqzhfedzpccmmv"},"content":null,"modes":[]}
