2021-03-10 00:56:30.600900 {"type":"join","timestamp":1615337790.6008954,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":"KevinMarks via slack-irc-gateway","photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 11:30:30.139600 {"type":"join","timestamp":1615375830.1395686,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"itsmekntDiscord[","nickname":"itsmekntDiscord[","username":"disco7350","name":"io.permaweb:_discord_316914610366054402","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hizqfqdnpbwfjigc"},"content":null,"modes":[]}
2021-03-10 11:30:30.196900 {"type":"join","timestamp":1615375830.1969078,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TionisDiscord[m]","nickname":"TionisDiscord[m]","username":"disco7671","name":"io.permaweb:_discord_259076782408335360","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-edtdcgdeeezbqucp"},"content":null,"modes":[]}
2021-03-10 11:30:30.281600 {"type":"join","timestamp":1615375830.281632,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gregjeanmartDisc","nickname":"gregjeanmartDisc","username":"disco6744","name":"io.permaweb:_discord_266652994278391808","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-esvzciahdczzedue"},"content":null,"modes":[]}
2021-03-10 11:30:30.383000 {"type":"join","timestamp":1615375830.382969,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"FranklinDiscord[","nickname":"FranklinDiscord[","username":"disco7887","name":"io.permaweb:_discord_595321909483143188","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-coewlfckufxpffdx"},"content":null,"modes":[]}
2021-03-10 11:30:30.487600 {"type":"join","timestamp":1615375830.4876127,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rklaehn[m]","nickname":"rklaehn[m]","username":"disco6372","name":"@_discord_593491230352998421:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tohcfbntxuoovpjr"},"content":null,"modes":[]}
2021-03-10 11:30:30.492600 {"type":"join","timestamp":1615375830.492646,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nofwayyDiscord[m","nickname":"nofwayyDiscord[m","username":"disco7259","name":"io.permaweb:_discord_516237787029176330","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-stifqcjjotrzlytd"},"content":null,"modes":[]}
2021-03-10 11:30:30.542000 {"type":"join","timestamp":1615375830.5419579,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TroyDiscord[m]","nickname":"TroyDiscord[m]","username":"disco9466","name":"io.permaweb:_discord_511758359482073091","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wlmjmwozraunmfvj"},"content":null,"modes":[]}
2021-03-10 11:30:30.550500 {"type":"join","timestamp":1615375830.5504985,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"amatuniDiscord[m","nickname":"amatuniDiscord[m","username":"disco7237","name":"io.permaweb:_discord_487053587545849866","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bldnicbrqzjzxocd"},"content":null,"modes":[]}
2021-03-10 11:30:30.627200 {"type":"join","timestamp":1615375830.6271644,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bitspillDiscord[","nickname":"bitspillDiscord[","username":"disco7192","name":"@_discord_464479719316914176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dwiucnfsjtxevyuu"},"content":null,"modes":[]}
2021-03-10 11:30:30.641600 {"type":"join","timestamp":1615375830.6416347,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JayWelsh0845[m]","nickname":"JayWelsh0845[m]","username":"disco7042","name":"@_discord_223439370558898176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ftmukpokohszoqnl"},"content":null,"modes":[]}
2021-03-10 11:30:30.645400 {"type":"join","timestamp":1615375830.6453922,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ngamboaDiscord[m","nickname":"ngamboaDiscord[m","username":"disco7261","name":"@_discord_568124351019352085:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-txmhbhnhcjquocsx"},"content":null,"modes":[]}
2021-03-10 11:30:30.724200 {"type":"join","timestamp":1615375830.7242332,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"corylDiscord[m]","nickname":"corylDiscord[m]","username":"disco6815","name":"io.permaweb:_discord_146100891026456577","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bdnwknvbnvttpigt"},"content":null,"modes":[]}
2021-03-10 11:30:30.872700 {"type":"join","timestamp":1615375830.8727083,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vbDiscord[m]","nickname":"vbDiscord[m]","username":"disco8483","name":"io.permaweb:_discord_415480922322894857","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hcdanflppryyjwai"},"content":null,"modes":[]}
2021-03-10 11:30:30.868100 {"type":"join","timestamp":1615375830.8680868,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M3baidDiscord[m]","nickname":"M3baidDiscord[m]","username":"disco8134","name":"@_discord_406900117979922433:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qoazmuxweopqxsla"},"content":null,"modes":[]}
2021-03-10 11:30:30.921200 {"type":"join","timestamp":1615375830.921221,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MesaDiscord[m]","nickname":"MesaDiscord[m]","username":"disco7186","name":"io.permaweb:_discord_574321990320652318","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jzvohkgdpgahtkoy"},"content":null,"modes":[]}
2021-03-10 11:30:30.982200 {"type":"join","timestamp":1615375830.9821842,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Rick[m]5","nickname":"Rick[m]5","username":"disco6441","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tbszckmlosghgtra"},"content":null,"modes":[]}
2021-03-10 11:30:30.984200 {"type":"join","timestamp":1615375830.984155,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DoppelgngerDisco","nickname":"DoppelgngerDisco","username":"disco9254","name":"io.permaweb:_discord_352283667881787412","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zgnexhunmauixcwy"},"content":null,"modes":[]}
2021-03-10 11:30:31.065300 {"type":"join","timestamp":1615375831.065257,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"shivankDiscord[m","nickname":"shivankDiscord[m","username":"disco9384","name":"io.permaweb:_discord_608998491405942786","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wpzkwiaoyzclszea"},"content":null,"modes":[]}
2021-03-10 11:30:31.131100 {"type":"join","timestamp":1615375831.1311305,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sachaDiscord[m]","nickname":"sachaDiscord[m]","username":"disco7215","name":"io.permaweb:_discord_316862566473400331","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hafuabosxifbkdgd"},"content":null,"modes":[]}
2021-03-10 11:30:31.184400 {"type":"join","timestamp":1615375831.1844063,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"crestDiscord[m]","nickname":"crestDiscord[m]","username":"disco7126","name":"io.permaweb:_discord_154558827604213760","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-favgoucagouumnnp"},"content":null,"modes":[]}
2021-03-10 11:30:31.261700 {"type":"join","timestamp":1615375831.2616732,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"richtercamdenDis","nickname":"richtercamdenDis","username":"disco8242","name":"io.permaweb:_discord_627608558665728011","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xjffbocuqfazsvgi"},"content":null,"modes":[]}
2021-03-10 11:30:31.317500 {"type":"join","timestamp":1615375831.317466,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AmineDiscord[m]","nickname":"AmineDiscord[m]","username":"disco8330","name":"@_discord_191193613047300096:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jaukpvvytnliwnkq"},"content":null,"modes":[]}
2021-03-10 11:30:31.325700 {"type":"join","timestamp":1615375831.3256943,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"fozzie[m]","nickname":"fozzie[m]","username":"disco6443","name":"@_discord_517452408926896163:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vcozwyzjwoskossp"},"content":null,"modes":[]}
2021-03-10 11:30:31.372000 {"type":"join","timestamp":1615375831.3720317,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pcowgillDiscord[","nickname":"pcowgillDiscord[","username":"disco9350","name":"io.permaweb:_discord_487309948796141579","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ucrflhcvaexqjqot"},"content":null,"modes":[]}
2021-03-10 11:30:31.457100 {"type":"join","timestamp":1615375831.457132,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RyonezCoruscare0","nickname":"RyonezCoruscare0","username":"disco7058","name":"@_discord_158890632461549569:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-idpwutrlnsiikadg"},"content":null,"modes":[]}
2021-03-10 11:30:31.556600 {"type":"join","timestamp":1615375831.556613,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nek11Discord[m]","nickname":"nek11Discord[m]","username":"disco9802","name":"@_discord_604622209578696704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jzsfdhpqwdzvslif"},"content":null,"modes":[]}
2021-03-10 11:30:31.618400 {"type":"join","timestamp":1615375831.6184487,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"felixschlDiscor4","nickname":"felixschlDiscor4","username":"disco7216","name":"@_discord_223579303122567168:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qusmgyqkczmhoztt"},"content":null,"modes":[]}
2021-03-10 11:30:31.626700 {"type":"join","timestamp":1615375831.6266744,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"maparentDiscord[","nickname":"maparentDiscord[","username":"disco7253","name":"io.permaweb:_discord_542389000909094912","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xqtsejgivayrlbmk"},"content":null,"modes":[]}
2021-03-10 11:30:31.619100 {"type":"join","timestamp":1615375831.6190648,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DoggersUniteDisc","nickname":"DoggersUniteDisc","username":"disco8216","name":"io.permaweb:_discord_609505404703080469","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-haeihwqjwodnensd"},"content":null,"modes":[]}
2021-03-10 11:30:31.666700 {"type":"join","timestamp":1615375831.6667027,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"koivunejDiscord[","nickname":"koivunejDiscord[","username":"disco8645","name":"io.permaweb:_discord_609654755786096652","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bshxzeuhhpubxehf"},"content":null,"modes":[]}
2021-03-10 11:30:31.727900 {"type":"join","timestamp":1615375831.7278805,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"radio_aliceDisco","nickname":"radio_aliceDisco","username":"discord627","name":"@_discord_627161301986312193:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xzwvnrgkugwovsie"},"content":null,"modes":[]}
2021-03-10 11:30:31.789000 {"type":"join","timestamp":1615375831.7889922,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kanejDiscord[m]","nickname":"kanejDiscord[m]","username":"disco7031","name":"@_discord_483909468208365581:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xivhmpangsljjlhz"},"content":null,"modes":[]}
2021-03-10 11:30:31.784100 {"type":"join","timestamp":1615375831.7841141,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"watDiscord[m]","nickname":"watDiscord[m]","username":"discord619","name":"io.permaweb:_discord_619222985852715021","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ahmyvresutpdqziw"},"content":null,"modes":[]}
2021-03-10 11:30:31.851300 {"type":"join","timestamp":1615375831.8512573,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bltavaresDiscord","nickname":"bltavaresDiscord","username":"disco9252","name":"@_discord_456913679389032480:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ythrkyjaujkwbgcz"},"content":null,"modes":[]}
2021-03-10 11:30:31.950000 {"type":"join","timestamp":1615375831.9500103,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DreamingInCodeDi","nickname":"DreamingInCodeDi","username":"disco9849","name":"@_discord_582338118250659847:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kbdkavzctphfsphp"},"content":null,"modes":[]}
2021-03-10 11:30:32.049800 {"type":"join","timestamp":1615375832.0497503,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tangoDiscord[m]","nickname":"tangoDiscord[m]","username":"disco7219","name":"io.permaweb:_discord_545470000878845972","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ektabifufhdcwkun"},"content":null,"modes":[]}
2021-03-10 11:30:32.106100 {"type":"join","timestamp":1615375832.106132,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tobowersDiscord[","nickname":"tobowersDiscord[","username":"disco6630","name":"io.permaweb:_discord_532872309485207601","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-aydegnenyyzzkkts"},"content":null,"modes":[]}
2021-03-10 11:30:32.196300 {"type":"join","timestamp":1615375832.1962714,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CyOp0x00Discord[","nickname":"CyOp0x00Discord[","username":"disco9455","name":"@_discord_408306212179017739:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wgiwjqrfyjvlllat"},"content":null,"modes":[]}
2021-03-10 11:30:32.197000 {"type":"join","timestamp":1615375832.1970456,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TrevorDiscord[m]","nickname":"TrevorDiscord[m]","username":"disco8439","name":"io.permaweb:_discord_402473399231709204","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sibqlcysqiwhdbah"},"content":null,"modes":[]}
2021-03-10 11:30:32.245900 {"type":"join","timestamp":1615375832.2459142,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"suleDiscord[m]","nickname":"suleDiscord[m]","username":"disco9640","name":"io.permaweb:_discord_278228708425203713","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hhfyhdvlzxvsejvl"},"content":null,"modes":[]}
2021-03-10 11:30:33.275400 {"type":"join","timestamp":1615375833.2754135,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Lolicon[m]","nickname":"Lolicon[m]","username":"disco5193","name":"com.getepona:_discord_525958885693980673","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-eyuetnheqdyzvyst"},"content":null,"modes":[]}
2021-03-10 11:30:33.544100 {"type":"join","timestamp":1615375833.5441148,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Expherience[m]","nickname":"Expherience[m]","username":"disco6487","name":"@_discord_321104242603720707:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yexfkojewwozenqo"},"content":null,"modes":[]}
2021-03-10 11:30:33.549400 {"type":"join","timestamp":1615375833.5494454,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CantiTurtleCoin[","nickname":"CantiTurtleCoin[","username":"disco5271","name":"@_discord_408364361598369802:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-irifxvrdibwshpas"},"content":null,"modes":[]}
2021-03-10 11:30:33.797900 {"type":"join","timestamp":1615375833.7979383,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Tianyi[m]","nickname":"Tianyi[m]","username":"disco6330","name":"com.getepona:_discord_412880265430564873","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jheffeobuinicgxp"},"content":null,"modes":[]}
2021-03-10 11:30:34.276000 {"type":"join","timestamp":1615375834.2760046,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Akshay[m]","nickname":"Akshay[m]","username":"disco6368","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vjihzdiuykkrevsp"},"content":null,"modes":[]}
2021-03-10 11:30:34.534700 {"type":"join","timestamp":1615375834.534694,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"plindner[m]","nickname":"plindner[m]","username":"lindnermat","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-txiokpuattaqtuly"},"content":null,"modes":[]}
2021-03-10 11:30:34.978300 {"type":"join","timestamp":1615375834.9783013,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Valium[m]","nickname":"Valium[m]","username":"disco5070","name":"@_discord_175616509748576256:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-frbpfkweikdnyvbe"},"content":null,"modes":[]}
2021-03-10 11:30:34.979100 {"type":"join","timestamp":1615375834.9790943,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JeffMaherVegas[m","nickname":"JeffMaherVegas[m","username":"disco6451","name":"@_discord_540315973253857301:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lmotwkxhwcuuxxzs"},"content":null,"modes":[]}
2021-03-10 11:30:37.277400 {"type":"join","timestamp":1615375837.2774296,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gozala[m]","nickname":"gozala[m]","username":"disco6390","name":"@_discord_311930884318167042:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xjlwovqmfcflyxdi"},"content":null,"modes":[]}
2021-03-10 11:30:38.599200 {"type":"join","timestamp":1615375838.5992095,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RealSnazzy[m]","nickname":"RealSnazzy[m]","username":"disco6114","name":"com.getepona:_discord_151411952701276160","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-awtorlazoimohpyp"},"content":null,"modes":[]}
2021-03-10 11:30:57.044700 {"type":"join","timestamp":1615375857.044679,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"aaronpk[m]","nickname":"aaronpk[m]","username":"disco5674","name":"@_discord_324624369428987905:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-klfvzrjmujotmguf"},"content":null,"modes":[]}
2021-03-10 11:31:04.275200 {"type":"join","timestamp":1615375864.275177,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celso[m]1","nickname":"celso[m]1","username":"disco6409","name":"@_discord_327775979860918275:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-coysikfyakikdofk"},"content":null,"modes":[]}
2021-03-10 11:31:11.365800 {"type":"join","timestamp":1615375871.3657935,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jimpick[m]","nickname":"jimpick[m]","username":"disco6579","name":"com.getepona:_discord_418195734320381952","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xxlizoupmjauheeo"},"content":null,"modes":[]}
2021-03-10 11:31:28.445000 {"type":"join","timestamp":1615375888.4450185,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"drshamoon[m]","nickname":"drshamoon[m]","username":"disco6389","name":"@_discord_402200697988448286:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rjbsivstqpjwltii"},"content":null,"modes":[]}
2021-03-10 15:50:53.779900 {"type":"join","timestamp":1615391453.7798584,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[snarfed]","nickname":"[snarfed]","username":"~slackuser","name":"snarfed via slack-irc-gateway","photo":null,"url":"http:\/\/snarfed.org","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
