2020-01-23 06:20:00.623400 {"type":"join","timestamp":1579760400.6234355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-01-23 12:34:44.151700 {"type":"join","timestamp":1579782884.151686,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KinnardDiscord[m","nickname":"KinnardDiscord[m","username":"disco7173","name":"@_discord_415567520913686539:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-exsddqwwcdviyeqb"},"content":null,"modes":[]}
2020-01-23 12:34:44.143700 {"type":"join","timestamp":1579782884.1436713,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sukarDiscord[m]","nickname":"sukarDiscord[m]","username":"disco7152","name":"@_discord_483374858332405790:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-haufbxzuvhqghuxa"},"content":null,"modes":[]}
2020-01-23 12:34:44.161900 {"type":"join","timestamp":1579782884.1618938,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jklepatchDiscord","nickname":"jklepatchDiscord","username":"disco6790","name":"@_discord_480265457962582046:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jklxshtabshgjnlx"},"content":null,"modes":[]}
2020-01-23 12:34:44.164800 {"type":"join","timestamp":1579782884.1648164,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gorhgorhDiscord[","nickname":"gorhgorhDiscord[","username":"disco7022","name":"@_discord_103434820591304704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-goxnmsnfozukqqfb"},"content":null,"modes":[]}
2020-01-23 12:34:44.337000 {"type":"join","timestamp":1579782884.3370225,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"FranklinDiscord[","nickname":"FranklinDiscord[","username":"disco7887","name":"@_discord_595321909483143188:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xkcmtdlotqrfheee"},"content":null,"modes":[]}
2020-01-23 12:34:44.338300 {"type":"join","timestamp":1579782884.3383138,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KisulkenDiscord[","nickname":"KisulkenDiscord[","username":"disco7233","name":"@_discord_296734810729349131:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ddqjkxuhtpukubgj"},"content":null,"modes":[]}
2020-01-23 12:34:44.536400 {"type":"join","timestamp":1579782884.5364337,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"xfzDiscord[m]","nickname":"xfzDiscord[m]","username":"disco8778","name":"@_discord_101173504572940288:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yjkodbapukjjmzod"},"content":null,"modes":[]}
2020-01-23 12:34:44.546100 {"type":"join","timestamp":1579782884.546108,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"neilDiscord[m]","nickname":"neilDiscord[m]","username":"disco7029","name":"@_discord_327541997588054017:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yftmznmxeofzimdy"},"content":null,"modes":[]}
2020-01-23 12:34:44.548000 {"type":"join","timestamp":1579782884.5479956,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AtiqDiscord[m]","nickname":"AtiqDiscord[m]","username":"disco7164","name":"@_discord_125877787386052609:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pisjjvimijfpuchh"},"content":null,"modes":[]}
2020-01-23 12:34:44.572500 {"type":"join","timestamp":1579782884.5724983,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"lauren|Microspon","nickname":"lauren|Microspon","username":"disco6733","name":"@_discord_111007386507948032:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qlhpvbzqzbfwlhmj"},"content":null,"modes":[]}
2020-01-23 12:34:44.555000 {"type":"join","timestamp":1579782884.555042,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TiaguilsoDiscord","nickname":"TiaguilsoDiscord","username":"disco8164","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pehyolvfwasymjto"},"content":null,"modes":[]}
2020-01-23 12:34:44.748600 {"type":"join","timestamp":1579782884.7485845,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"mikeal[m]","nickname":"mikeal[m]","username":"disco6342","name":"@_discord_455780452465115176:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vukblzaaopeiulyr"},"content":null,"modes":[]}
2020-01-23 12:34:44.755900 {"type":"join","timestamp":1579782884.755904,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"romaric[m]","nickname":"romaric[m]","username":"disco6284","name":"@_discord_593337102884667412:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xryoewurgbrcucnn"},"content":null,"modes":[]}
2020-01-23 12:34:44.747700 {"type":"join","timestamp":1579782884.74766,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pcowgillDiscord[","nickname":"pcowgillDiscord[","username":"disco9350","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wsqluvcpcmaeibgq"},"content":null,"modes":[]}
2020-01-23 12:34:44.765800 {"type":"join","timestamp":1579782884.7657878,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RuanMedGarDiscor","nickname":"RuanMedGarDiscor","username":"disco9105","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-svwqzjivkwjeqhzj"},"content":null,"modes":[]}
2020-01-23 12:34:44.951300 {"type":"join","timestamp":1579782884.9512942,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jerothDiscord[m]","nickname":"jerothDiscord[m]","username":"disco8852","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nhqbyjehxyukwfjn"},"content":null,"modes":[]}
2020-01-23 12:34:44.945200 {"type":"join","timestamp":1579782884.945201,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"planetary_devDis","nickname":"planetary_devDis","username":"disco7110","name":"@_discord_327060666663829504:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-swihdxxkvpspaopi"},"content":null,"modes":[]}
2020-01-23 12:34:44.946000 {"type":"join","timestamp":1579782884.9460135,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"WesDiscord[m]","nickname":"WesDiscord[m]","username":"disco8333","name":"@_discord_438141755871985664:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pbaxljpqbtudgfwk"},"content":null,"modes":[]}
2020-01-23 12:34:44.960800 {"type":"join","timestamp":1579782884.960798,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DoggersUniteDisc","nickname":"DoggersUniteDisc","username":"disco8216","name":"@_discord_609505404703080469:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cukvyokxjhrbjqtm"},"content":null,"modes":[]}
2020-01-23 12:34:45.154500 {"type":"join","timestamp":1579782885.1544755,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CocoonCrashDisco","nickname":"CocoonCrashDisco","username":"disco7203","name":"@_discord_453455656469659649:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-imevpadrtejkcuza"},"content":null,"modes":[]}
2020-01-23 12:34:45.160000 {"type":"join","timestamp":1579782885.1599772,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"mikealDiscord[m]","nickname":"mikealDiscord[m]","username":"disco7244","name":"@_discord_455780452465115176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hqmowdjskclhyxdm"},"content":null,"modes":[]}
2020-01-23 12:34:45.155500 {"type":"join","timestamp":1579782885.1555176,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AkshayDiscord[m]","nickname":"AkshayDiscord[m]","username":"disco7014","name":"@_discord_540456044657377291:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oehtbtnilvysbnad"},"content":null,"modes":[]}
2020-01-23 12:34:45.358800 {"type":"join","timestamp":1579782885.3588467,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"deltaDiscord[m]","nickname":"deltaDiscord[m]","username":"disco7205","name":"@_discord_419938678589358080:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zmhcrwzeoiylnxey"},"content":null,"modes":[]}
2020-01-23 12:34:45.363700 {"type":"join","timestamp":1579782885.3637123,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"h2Discord[m]","nickname":"h2Discord[m]","username":"disco6606","name":"@_discord_445786513876189185:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mokwwprnhjtkktwm"},"content":null,"modes":[]}
2020-01-23 12:34:45.356600 {"type":"join","timestamp":1579782885.356566,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HenniDiscord[m]","nickname":"HenniDiscord[m]","username":"disco9561","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nhdafjybpkhewkss"},"content":null,"modes":[]}
2020-01-23 12:34:45.572000 {"type":"join","timestamp":1579782885.571976,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Sean|FortmaticDi","nickname":"Sean|FortmaticDi","username":"disco8309","name":"@_discord_512004478417764362:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oiinzjinxzdylnav"},"content":null,"modes":[]}
2020-01-23 12:34:45.567100 {"type":"join","timestamp":1579782885.5670536,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"prcDiscord[m]","nickname":"prcDiscord[m]","username":"disco6816","name":"@_discord_385352433980801024:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ecckcuaccsynhfbw"},"content":null,"modes":[]}
2020-01-23 12:34:45.572900 {"type":"join","timestamp":1579782885.5729122,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Elijah3321[m]","nickname":"Elijah3321[m]","username":"disco8851","name":"@_discord_604280072513388544:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vrikeodifidlsedk"},"content":null,"modes":[]}
2020-01-23 12:34:45.562600 {"type":"join","timestamp":1579782885.5625834,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"BrerRabbitDiscor","nickname":"BrerRabbitDiscor","username":"disco8863","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pdrzvyynownynyyp"},"content":null,"modes":[]}
2020-01-23 12:34:45.765700 {"type":"join","timestamp":1579782885.7656586,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"astraiaDiscord[m","nickname":"astraiaDiscord[m","username":"disco7925","name":"@_discord_585118334526160896:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vxvvdlcuuezhbavi"},"content":null,"modes":[]}
2020-01-23 12:34:45.763800 {"type":"join","timestamp":1579782885.763771,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ScottSmileyDisco","nickname":"ScottSmileyDisco","username":"disco6922","name":"@_discord_530831445955051553:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ujiwuhwhqvmubmqs"},"content":null,"modes":[]}
2020-01-23 12:34:45.774600 {"type":"join","timestamp":1579782885.7745655,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"aaronpkDiscord[m","nickname":"aaronpkDiscord[m","username":"disco7197","name":"@_discord_324624369428987905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kavftrwabyqqxviu"},"content":null,"modes":[]}
2020-01-23 12:34:45.970100 {"type":"join","timestamp":1579782885.970089,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"erlend_shDiscord","nickname":"erlend_shDiscord","username":"disco9557","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ioipelmzulxxninv"},"content":null,"modes":[]}
2020-01-23 12:34:45.964100 {"type":"join","timestamp":1579782885.9641097,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AnthonyCBuddDisc","nickname":"AnthonyCBuddDisc","username":"disco9313","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-szgpmdskzvlkrirp"},"content":null,"modes":[]}
2020-01-23 12:34:45.979300 {"type":"join","timestamp":1579782885.9793446,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"NastyEbilPiwateD","nickname":"NastyEbilPiwateD","username":"disco7144","name":"@_discord_207233900995543041:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uhrzzeszpttnaslc"},"content":null,"modes":[]}
2020-01-23 12:34:45.997900 {"type":"join","timestamp":1579782885.9978647,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HooftlyDiscord[m","nickname":"HooftlyDiscord[m","username":"disco9468","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ilgfecxkwxxblklf"},"content":null,"modes":[]}
2020-01-23 12:34:46.179800 {"type":"join","timestamp":1579782886.1798332,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ianlopshireDisco","nickname":"ianlopshireDisco","username":"disco9370","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hnconryyrzrzuawi"},"content":null,"modes":[]}
2020-01-23 12:34:46.175700 {"type":"join","timestamp":1579782886.1757238,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CyOp0x00Discord[","nickname":"CyOp0x00Discord[","username":"disco9455","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ecfgwhtfnszfoapz"},"content":null,"modes":[]}
2020-01-23 12:34:46.184900 {"type":"join","timestamp":1579782886.1849132,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ThomasManginDis4","nickname":"ThomasManginDis4","username":"disco9141","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ppsklsyzuvkydzvr"},"content":null,"modes":[]}
2020-01-23 12:34:46.212800 {"type":"join","timestamp":1579782886.2127964,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sebasariasDiscor","nickname":"sebasariasDiscor","username":"disco8670","name":"@_discord_208795833687212033:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gvtsoamrsyeiqcpb"},"content":null,"modes":[]}
2020-01-23 12:34:46.219800 {"type":"join","timestamp":1579782886.219835,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RockSteadyTRTL75","nickname":"RockSteadyTRTL75","username":"disco4916","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-udmxzfgtdpvhhovq"},"content":null,"modes":[]}
2020-01-23 12:34:46.384900 {"type":"join","timestamp":1579782886.3849475,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"leoalvarezhDisco","nickname":"leoalvarezhDisco","username":"disco7196","name":"@_discord_380800395297030144:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mpsizavhzfwvvuea"},"content":null,"modes":[]}
2020-01-23 12:34:46.382700 {"type":"join","timestamp":1579782886.3827379,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"www2Discord[m]","nickname":"www2Discord[m]","username":"disco8897","name":"@_discord_147327699415728128:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qomriymuaosxezny"},"content":null,"modes":[]}
